JCT12054	NIR_AfeRegIgnMask6			3	4	8			N	R		F	N	2		12		
JCT12055	NIR_AfeRegIgnMask7			3	4	8			N	R		F	N	2		12		
JCT12056	NIR_AfeReg0_Main configu			3	4	8			N	R		F	N	2		12		
JCT12057	NIR_AfeReg1_Powerdown co			3	4	8			N	R		F	N	2		12		
JCT12058	NIR_AfeReg2_PGA power tr			3	4	8			N	R		F	N	2		12		
JCT12059	NIR_AfeReg3_ADC power tr			3	4	8			N	R		F	N	2		12		
JCT12060	NIR_AfeReg4_VCLP control			3	4	8			N	R		F	N	2		12		
JCT12061	NIR_AfeReg5_LVDS output			3	4	8			N	R		F	N	2		12		
JCT12062	NIR_AfeReg6_Sample & hol			3	4	8			N	R		F	N	2		12		
JCT12063	NIR_AfeReg7_Status			3	4	8			N	R		F	N	2		12		
JCT12064	NIR_AfeReg8_Reserved			3	4	8			N	R		F	N	2		12		
JCT12065	NIR_AfeReg9_Clock monito			3	4	8			N	R		F	N	2		12		
JCT12066	NIR_AfeReg10_Reserved			3	4	8			N	R		F	N	2		12		
JCT12067	NIR_AfeReg11_Reserved			3	4	8			N	R		F	N	2		12		
JCT12068	NIR_AfeReg12_Reserved			3	4	8			N	R		F	N	2		12		
JCT12069	NIR_AfeReg13_Reserved			3	4	8			N	R		F	N	2		12		
JCT12070	NIR_AfeReg14_Reserved			3	4	8			N	R		F	N	2		12		
JCT12071	NIR_AfeReg15_Reserved			3	4	8			N	R		F	N	2		12		
JCT12072	NIR_AfeReg16_CDAC1			3	4	8			N	R		F	N	2		12		
JCT12073	NIR_AfeReg17_CDAC1			3	4	8			N	R		F	N	2		12		
JCT12074	NIR_AfeReg18_FDAC1			3	4	8			N	R		F	N	2		12		
JCT12075	NIR_AfeReg19_FDAC1			3	4	8			N	R		F	N	2		12		
JCT12076	NIR_AfeReg20_Reserved			3	4	8			N	R		F	N	2		12		
JCT12077	NIR_AfeReg21_PGA1			3	4	8			N	R		F	N	2		12		
